EmpID,StartDate,ExitDate,Total Employment Time,DOB,Age at Termination Date,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1344,2022-09-20,,Active,1980-12-21,,Accountant I,John Clark MD,TNS,Active,Part-Time,Zone A,Part-Time,Active,Admin Offices,General - Con,MA,Foreman,Male,White,Single,Fully Meets,3
1345,2023-01-27,,Active,1978-05-13,,Sr. Network Engineer,Amy Jones,PYZ,Active,Full-Time,Zone A,Full-Time,Active,Admin Offices,Fielders,MA,Engineer,Male,Other,Single,Fully Meets,3
1346,2021-02-21,2022-08-22,547 days 00:00:00,1948-09-13,73,Sr. Network Engineer,Maurice Krause,WBL,Active,Contract,Zone C,Temporary,Retirement,IT/IS,Field Operations,MA,Laborer,Male,White,Divorced,Fully Meets,3
1347,2022-03-04,2023-01-18,320 days 00:00:00,1995-03-21,27,Sr. Network Engineer,Amy Griffin,NEL,Active,Part-Time,Zone B,Full-Time,Retirement,IT/IS,General - Con,MA,Coordinator,Male,Hispanic,Married,Fully Meets,3
1348,2019-04-21,2020-12-02,591 days 00:00:00,1993-04-13,27,Software Engineering Manager,Debra Gomez,WBL,Future Start,Contract,Zone C,Part-Time,Involuntary,Software Engineering,Field Operations,MA,Engineer,Female,Other,Married,Fully Meets,3
1349,2021-08-02,2022-11-26,481 days 00:00:00,1949-11-27,73,Accountant I,Jeremy Pope,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Admin Offices,Safety,MA,Manager,Female,White,Divorced,Fully Meets,3
1350,2022-03-04,,Active,1968-11-02,,Accountant I,Jeffrey Williams,MSC,Active,Part-Time,Zone B,Temporary,Active,Admin Offices,Field Operations,MA,Laborer,Female,Black,Divorced,Fully Meets,3
1351,2021-03-28,,Active,1998-03-05,,Accountant I,Daniel Cooper,TNS,Active,Contract,Zone C,Part-Time,Active,Admin Offices,Field Operations,MA,Tower Hand,Male,White,Divorced,Fully Meets,3
1352,2018-08-08,2023-06-01,1758 days 00:00:00,1974-06-18,48,Sr. Network Engineer,Chase Ho,PYZ,Active,Contract,Zone B,Full-Time,Voluntary,Admin Offices,Field Operations,MA,Technician,Male,Other,Divorced,Fully Meets,3
1353,2020-09-15,2022-01-06,478 days 00:00:00,1946-03-04,75,Sr. Network Engineer,Felicia Bailey,WBL,Active,Part-Time,Zone A,Temporary,Involuntary,IT/IS,Field Operations,MA,Supervisor,Male,White,Single,Fully Meets,3
1354,2020-10-28,2022-02-27,487 days 00:00:00,1959-05-07,62,Software Engineering Manager,Christopher Jones,WBL,Future Start,Full-Time,Zone C,Full-Time,Involuntary,Software Engineering,Field Operations,MA,Top Hand,Female,Black,Widowed,Fully Meets,3
1355,2021-06-16,2021-11-23,160 days 00:00:00,1945-05-20,76,Administrative Assistant,Alec Taylor,SVG,Active,Full-Time,Zone B,Temporary,Resignation,Admin Offices,General - Con,MA,Coordinator,Female,Hispanic,Single,Fully Meets,3
1356,2023-03-20,2023-06-21,93 days 00:00:00,1988-06-12,35,Accountant I,Ronald Jones,EW,Active,Part-Time,Zone A,Temporary,Voluntary,Admin Offices,Engineers,MA,Engineer,Female,Hispanic,Married,Fully Meets,3
1357,2018-09-07,2021-07-16,1043 days 00:00:00,1972-07-04,49,Accountant I,Mrs. Tracy Cisneros DDS,MSC,Active,Full-Time,Zone C,Temporary,Retirement,Admin Offices,Engineers,MA,Principal,Male,Black,Divorced,Fully Meets,3
1358,2018-11-08,2022-10-28,1450 days 00:00:00,1996-03-29,26,Accountant I,Isabella Hawkins,TNS,Active,Part-Time,Zone B,Full-Time,Retirement,Admin Offices,Field Operations,MA,Laborer,Male,Black,Married,Fully Meets,3
1359,2019-01-26,,Active,1998-03-19,,Sr. Network Engineer,Kendra Garcia,BPC,Active,Full-Time,Zone A,Part-Time,Active,Admin Offices,Catv,MA,Foreman,Male,Asian,Married,Fully Meets,3
1360,2021-08-30,,Active,1964-09-25,,Sr. Network Engineer,Dawn Williams,CCDR,Active,Contract,Zone B,Full-Time,Active,IT/IS,Field Operations,MA,Technician,Male,Asian,Divorced,PIP,3
1361,2023-03-08,2023-03-30,22 days 00:00:00,1949-09-26,73,Sr. Accountant,Rebecca Randolph,BPC,Future Start,Full-Time,Zone A,Full-Time,Voluntary,Admin Offices,Aerial,MA,Supervisor,Female,Black,Married,Exceeds,3
1362,2019-11-10,2020-12-03,389 days 00:00:00,1983-10-11,37,Administrative Assistant,William Page,SVG,Active,Full-Time,Zone C,Part-Time,Retirement,Admin Offices,General - Con,MA,Technician,Female,Asian,Widowed,Exceeds,3
1363,2023-07-28,,Active,1982-04-21,,Accountant I,Deborah Johnson,EW,Active,Full-Time,Zone A,Full-Time,Active,Admin Offices,General - Con,MA,Laborer,Female,Asian,Divorced,PIP,3
1364,2019-04-03,2019-08-05,124 days 00:00:00,1973-01-20,46,Accountant I,Danny Williams,MSC,Active,Contract,Zone C,Temporary,Voluntary,Admin Offices,Finance & Accounting,MA,Administration,Male,White,Divorced,Exceeds,3
1365,2019-07-24,,Active,1982-07-13,,Accountant I,Misty Collier,TNS,Active,Contract,Zone C,Part-Time,Active,Admin Offices,Field Operations,MA,Lineman,Male,Hispanic,Widowed,Exceeds,3
1366,2022-04-29,2022-12-11,226 days 00:00:00,1950-01-15,72,Sr. Network Engineer,Peter Ortiz,PYZ,Active,Contract,Zone B,Temporary,Voluntary,IT/IS,General - Con,MA,Laborer,Male,Black,Single,Exceeds,3
1367,2020-10-06,,Active,1990-08-12,,Sr. Network Engineer,Jeremy Frye,WBL,Active,Part-Time,Zone B,Temporary,Active,IT/IS,Executive,MA,Coordinator,Female,White,Divorced,Exceeds,3
1368,2020-04-04,,Active,1993-08-26,,Sr. Accountant,Leah Boyd,PYZ,Active,Part-Time,Zone C,Temporary,Active,Admin Offices,General - Sga,MA,Estimator,Female,White,Widowed,Exceeds,3
1369,2021-03-26,,Active,1974-03-24,,Administrative Assistant,Darren Zimmerman,CCDR,Active,Contract,Zone C,Full-Time,Active,Sales,Aerial,MA,Foreman,Female,Black,Married,Exceeds,3
1370,2022-05-19,,Active,1992-12-13,,Administrative Assistant,Tommy Obrien,SVG,Active,Part-Time,Zone A,Temporary,Active,Admin Offices,General - Con,MA,Locator,Female,Black,Married,Exceeds,3
1371,2021-08-28,2021-10-16,49 days 00:00:00,1957-05-07,64,Accountant I,Mrs. Nicole Garrison MD,EW,Active,Contract,Zone A,Part-Time,Involuntary,Admin Offices,Field Operations,MA,Technician,Female,Black,Married,Exceeds,3
1372,2022-11-24,,Active,1991-08-19,,Accountant I,Gary Clark,MSC,Active,Contract,Zone A,Full-Time,Active,Admin Offices,Aerial,MA,Foreman,Male,White,Single,Exceeds,3
1373,2022-01-12,2022-11-11,303 days 00:00:00,1986-04-20,36,Accountant I,Tina Shaw,TNS,Active,Contract,Zone A,Part-Time,Resignation,Admin Offices,Field Operations,MA,Laborer,Male,Other,Divorced,Exceeds,3
1374,2019-07-07,,Active,1942-09-12,,Sr. Network Engineer,Stephen Myers,PYZ,Active,Part-Time,Zone B,Temporary,Active,IT/IS,Aerial,MA,Foreman,Female,White,Married,Exceeds,3
1375,2021-07-14,,Active,1999-07-07,,Sr. Accountant,Jeremy Anderson,PYZ,Active,Contract,Zone B,Full-Time,Active,Admin Offices,Technology / It,MA,Intern,Female,Asian,Divorced,Exceeds,3
1376,2019-12-03,2022-02-10,800 days 00:00:00,1958-12-08,63,Administrative Assistant,Linda Brown,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Sales,Field Operations,MA,Supervisor,Female,Other,Single,Exceeds,3
1377,2021-03-03,2021-07-10,129 days 00:00:00,1968-05-18,53,Administrative Assistant,Harry Ellis,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Admin Offices,General - Con,MA,Technician,Female,White,Divorced,Exceeds,3
1378,2022-06-13,,Active,1975-03-06,,Accountant I,Michael Mathis,EW,Active,Full-Time,Zone C,Part-Time,Active,Admin Offices,Fielders,MA,Engineer,Female,White,Married,PIP,3
1379,2023-01-23,,Active,1984-10-21,,Accountant I,Vincent Snyder,MSC,Active,Part-Time,Zone A,Temporary,Active,Admin Offices,General - Sga,MA,Supervisor,Male,White,Widowed,Exceeds,3
1380,2020-09-06,,Active,1953-05-04,,Accountant I,Mr. Richard Hicks MD,TNS,Active,Part-Time,Zone A,Temporary,Active,Admin Offices,Field Operations,MA,Laborer,Male,Hispanic,Single,Exceeds,3
1381,2022-10-17,,Active,2000-11-01,,Sr. Network Engineer,Chad Crawford,PYZ,Active,Full-Time,Zone A,Temporary,Active,IT/IS,Aerial,MA,Foreman,Female,Other,Single,PIP,3
1382,2019-06-07,,Active,1968-03-16,,Sr. Accountant,Ana Henry,TNS,Active,Full-Time,Zone B,Part-Time,Active,Admin Offices,Field Operations,MA,Supervisor,Female,White,Widowed,Exceeds,3
1383,2022-01-28,2022-09-16,231 days 00:00:00,1994-10-10,27,Sr. Accountant,Alan Rios,BPC,Active,Contract,Zone C,Part-Time,Resignation,Admin Offices,General - Con,MA,Technician,Female,Hispanic,Divorced,Exceeds,3
1384,2020-07-01,2021-03-05,247 days 00:00:00,1956-03-12,65,Administrative Assistant,Mrs. Tammy Ballard,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Admin Offices,Field Operations,MA,Groundman,Female,Other,Single,PIP,3
1385,2020-05-30,,Active,1966-05-09,,Administrative Assistant,Brittany Glover,SVG,Active,Full-Time,Zone C,Part-Time,Active,Admin Offices,Field Operations,MA,Laborer,Female,Hispanic,Divorced,PIP,3
1386,2019-10-05,2023-02-04,1218 days 00:00:00,1976-08-19,46,Accountant I,Joseph Edwards,EW,Active,Contract,Zone C,Full-Time,Involuntary,Admin Offices,General - Con,MA,Technician,Female,White,Married,Exceeds,3
1387,2021-11-06,2023-04-20,530 days 00:00:00,1951-08-27,71,Accountant I,Sean Hall,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Admin Offices,General - Con,MA,Laborer,Male,Hispanic,Divorced,PIP,3
1388,2019-05-09,2020-05-07,364 days 00:00:00,1970-12-23,49,Accountant I,Jamie Gardner,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Admin Offices,Field Operations,MA,Construction Manager,Female,Black,Single,Exceeds,3
1389,2019-10-28,,Active,1962-11-11,,Production Technician II,James Hines,NEL,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Isp,MA,Manager,Male,Hispanic,Widowed,Exceeds,3
1390,2019-01-11,,Active,1955-12-21,,Production Technician I,Matthew Allen,SVG,Active,Contract,Zone C,Part-Time,Active,Production       ,General - Con,MA,Lineman,Male,Asian,Married,Exceeds,3
1391,2020-04-02,,Active,1941-11-18,,Production Technician I,Janet Jones,MSC,Active,Contract,Zone A,Temporary,Active,Production       ,Wireless,MA,Supervisor,Female,Other,Single,Needs Improvement,3
1392,2019-06-07,2019-08-15,69 days 00:00:00,1955-02-25,64,Production Technician I,David Stephens,PL,Active,Part-Time,Zone A,Part-Time,Involuntary,Production       ,Field Operations,MA,Operator,Female,Hispanic,Widowed,Exceeds,3
1393,2021-11-22,2022-11-23,366 days 00:00:00,1947-03-20,75,Production Technician I,Abigail Johnson,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,Production       ,General - Con,MA,Flagger,Female,Other,Single,Exceeds,3
1394,2019-01-19,,Active,1943-05-13,,Production Technician I,Wesley Stephens,NEL,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Field Operations,MA,Laborer,Male,Black,Married,Exceeds,3
1395,2021-12-17,2021-12-26,9 days 00:00:00,1960-11-14,61,Production Technician II,Mr. Kevin Reid,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Production       ,General - Con,MA,Laborer,Male,Black,Divorced,Exceeds,3
1396,2019-05-04,2021-02-15,653 days 00:00:00,1956-09-07,64,Production Technician I,Jorge Taylor,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Production       ,General - Eng,MA,Engineer,Female,Hispanic,Married,Exceeds,3
1397,2018-12-25,2019-03-11,76 days 00:00:00,1981-02-26,38,Production Technician I,Robert Gonzalez,MSC,Active,Contract,Zone A,Part-Time,Voluntary,Production       ,General - Con,MA,Laborer,Male,Other,Single,Exceeds,3
1398,2021-01-03,2023-03-08,794 days 00:00:00,1972-12-12,50,Production Technician I,Kristin Baird,PYZ,Active,Part-Time,Zone C,Full-Time,Involuntary,Production       ,Splicing,MA,Runner,Female,White,Single,Needs Improvement,3
1399,2023-06-15,,Active,1977-12-15,,Production Technician I,Mrs. Sabrina Reed,BPC,Active,Part-Time,Zone C,Full-Time,Active,Production       ,General - Con,MA,Foreman,Female,Other,Widowed,Needs Improvement,3
1400,2018-08-29,2023-02-09,1625 days 00:00:00,1955-04-03,67,Production Technician II,Larry Frost,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Production       ,Field Operations,MA,Laborer,Female,White,Divorced,Exceeds,3
1401,2019-01-04,,Active,1967-08-17,,Production Technician I,Michael Holland,PL,Active,Contract,Zone B,Part-Time,Active,Production       ,Splicing,MA,Lineman,Male,White,Single,Exceeds,3
1402,2021-09-10,,Active,1988-10-12,,Production Technician I,Kirk Brooks,MSC,Active,Full-Time,Zone B,Full-Time,Active,Production       ,General - Sga,MA,Technician,Female,White,Divorced,Exceeds,3
1403,2021-07-08,,Active,1944-12-09,,Production Technician I,Austin Dixon,SVG,Active,Full-Time,Zone B,Temporary,Active,Production       ,Field Operations,MA,Technician,Female,White,Widowed,Exceeds,3
1404,2018-11-01,2021-04-29,910 days 00:00:00,1978-12-06,42,Production Technician II,James Guzman,BPC,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Production       ,Finance & Accounting,MA,Manager,Male,Hispanic,Single,Exceeds,3
1405,2018-12-08,2022-06-11,1281 days 00:00:00,1977-03-30,45,Production Technician II,Lisa Peters,PL,Active,Part-Time,Zone A,Temporary,Involuntary,Production       ,Field Operations,MA,Construction Manager,Female,Other,Single,Exceeds,3
1406,2022-10-25,,Active,1982-11-10,,Production Technician II,Gloria Yang,PYZ,Active,Part-Time,Zone A,Full-Time,Active,Production       ,General - Con,MA,Flagger,Female,Asian,Single,Exceeds,3
1407,2023-04-04,,Active,1983-03-30,,Production Technician I,Stephanie Kelly,TNS,Active,Full-Time,Zone B,Temporary,Active,Production       ,General - Sga,MA,Administrative,Male,Hispanic,Married,Exceeds,3
1408,2021-03-17,,Active,1980-12-03,,Production Technician I,Dr. Michael Melendez,PL,Active,Contract,Zone B,Part-Time,Active,Production       ,Field Operations,MA,Supervisor,Female,Other,Single,Exceeds,3
1409,2019-03-11,2021-09-06,910 days 00:00:00,1981-04-02,40,Production Technician I,Amanda Perez,MSC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Production       ,General - Con,MA,Technician,Female,Other,Widowed,Exceeds,3
1410,2022-02-25,2023-04-28,427 days 00:00:00,1945-08-08,77,Production Technician I,Tina Griffin,SVG,Active,Contract,Zone C,Temporary,Resignation,Production       ,Wireline Construction,MA,Laborer,Female,White,Widowed,Exceeds,3
1411,2019-07-02,,Active,1980-05-26,,Production Technician I,Joshua Gregory,EW,Active,Part-Time,Zone C,Part-Time,Active,Production       ,Aerial,MA,Foreman,Female,Hispanic,Married,Exceeds,3
1412,2019-06-20,,Active,1982-09-19,,Production Technician I,Kathleen Patterson,MSC,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Warehouse Technician,Female,White,Widowed,Exceeds,3
1413,2019-09-27,2023-02-08,1230 days 00:00:00,1943-03-12,79,Production Technician I,Maria Payne,TNS,Active,Part-Time,Zone A,Full-Time,Retirement,Production       ,Finance & Accounting,MA,Accounting,Male,Black,Widowed,Needs Improvement,3
1414,2022-11-15,2023-07-26,253 days 00:00:00,1966-06-03,57,Production Technician I,Samantha Salas,BPC,Active,Contract,Zone C,Full-Time,Involuntary,Production       ,Aerial,MA,Labor,Male,Asian,Married,Exceeds,3
1415,2020-08-22,,Active,1977-08-14,,Production Technician I,James Wilson,CCDR,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Field Operations,MA,Tower Hand,Male,Asian,Divorced,Exceeds,3
1416,2020-04-09,,Active,1953-09-12,,Production Technician I,Brandon Oconnell,EW,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Flagger,Male,Asian,Widowed,Exceeds,3
1417,2021-03-30,,Active,1949-02-02,,Production Technician I,Bobby Martinez,MSC,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Aerial,MA,Supervisor,Female,Other,Single,Exceeds,3
1418,2018-09-26,,Active,2000-12-30,,Production Technician I,Timothy Hill,NEL,Active,Part-Time,Zone C,Temporary,Active,Production       ,Wireline Construction,MA,Project Manager,Female,Other,Married,Needs Improvement,3
1419,2023-05-22,,Active,1984-01-11,,Production Technician I,Michael Ingram,PL,Active,Contract,Zone C,Full-Time,Active,Production       ,Field Operations,MA,Laborer,Female,Other,Divorced,Exceeds,3
1420,2021-06-04,,Active,1950-12-29,,Production Technician I,Jamie Ray,PYZ,Active,Contract,Zone B,Temporary,Active,Production       ,Project Management - Con,MA,Project Manager,Female,White,Divorced,Exceeds,3
1421,2019-10-22,2023-07-25,1372 days 00:00:00,1948-11-30,74,Production Technician I,Michael Reese,SVG,Active,Contract,Zone C,Full-Time,Involuntary,Production       ,General - Con,MA,Administration,Female,Other,Married,Exceeds,3
1422,2019-10-04,2020-10-18,380 days 00:00:00,1994-10-02,26,Production Technician I,Justin Kent,TNS,Future Start,Full-Time,Zone B,Full-Time,Involuntary,Production       ,Technology / It,MA,Technician,Female,Hispanic,Divorced,Needs Improvement,3
1423,2022-06-25,,Active,1992-03-12,,Production Technician I,Thomas Leon,WBL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Aerial,MA,Laborer,Female,White,Single,Needs Improvement,3
1424,2021-11-17,2022-08-03,259 days 00:00:00,1982-12-08,39,Production Technician I,Crystal Barnes,BPC,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,Production       ,General - Con,MA,Laborer,Female,Asian,Married,Needs Improvement,3
1425,2019-08-04,,Active,1942-06-21,,Production Technician I,Nicholas Oconnor,CCDR,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Technician,Female,Black,Single,Needs Improvement,3
1426,2022-03-08,2022-11-12,249 days 00:00:00,2000-07-19,22,Production Technician I,Sarah Stevenson,EW,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Production       ,General - Con,MA,Technician,Female,Hispanic,Widowed,Exceeds,3
1427,2019-02-22,,Active,1953-05-09,,Production Technician II,Barry Payne,CCDR,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Engineers,MA,Project Manager,Male,Asian,Divorced,Needs Improvement,3
1428,2022-12-08,,Active,1970-02-26,,Production Technician II,Paula Ross,SVG,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Executive,MA,Director,Male,White,Divorced,Exceeds,3
1429,2019-11-22,2022-03-12,841 days 00:00:00,1944-09-02,77,Production Technician II,Lisa Spencer,EW,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,Production       ,Field Operations,MA,Technician,Female,Hispanic,Divorced,Exceeds,3
1430,2023-02-13,2023-03-03,18 days 00:00:00,1959-01-19,64,Production Technician II,Joseph Smith,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Production       ,Yard (Material Handling),MA,Shop,Female,Asian,Single,Needs Improvement,3
1431,2019-03-15,,Active,1951-10-31,,Production Technician II,Samantha Ross,TNS,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Laborer,Female,Black,Widowed,Exceeds,3
1432,2019-07-18,,Active,1991-07-29,,Production Technician II,Timothy Johnston,PYZ,Active,Contract,Zone A,Part-Time,Active,Production       ,Project Management - Con,MA,Administration,Male,White,Married,Exceeds,3
1433,2021-04-09,2021-11-28,233 days 00:00:00,1995-08-25,26,Production Technician I,Brandi Ruiz,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,Production       ,General - Con,MA,Clerk,Female,White,Widowed,Needs Improvement,3
1434,2018-12-30,2023-03-30,1551 days 00:00:00,1986-12-28,36,Production Technician I,Desiree Martinez,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Production       ,Splicing,MA,Splicer,Female,White,Divorced,Exceeds,3
1435,2021-07-30,,Active,1998-11-29,,Production Technician I,Allison Sanders,MSC,Active,Contract,Zone C,Temporary,Active,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Single,Exceeds,3
1436,2022-10-28,,Active,1989-05-27,,Production Technician I,Kimberly Meyer,TNS,Active,Full-Time,Zone C,Temporary,Active,Production       ,Field Operations,MA,Laborer,Male,Hispanic,Married,Needs Improvement,3
1437,2020-10-29,,Active,1996-06-25,,Production Technician I,James Kennedy,PYZ,Active,Contract,Zone C,Temporary,Active,Production       ,Project Management - Con,MA,Manager,Male,Asian,Single,Exceeds,3
1438,2023-03-17,2023-03-22,5 days 00:00:00,1977-12-16,45,Production Technician I,Brianna Coleman,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Production       ,Field Operations,MA,Foreman,Male,Asian,Married,Exceeds,3
1439,2022-07-20,2023-04-26,280 days 00:00:00,1988-01-24,35,Production Technician I,Daniel Mason,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Production       ,General - Con,MA,Laborer,Female,Asian,Widowed,Needs Improvement,3
1440,2023-08-04,,Active,1997-02-21,,Production Technician I,Tommy Green,PL,Active,Part-Time,Zone A,Temporary,Active,Production       ,Field Operations,MA,Driver,Female,Hispanic,Single,Needs Improvement,3
1441,2021-11-26,2022-09-23,301 days 00:00:00,1982-03-16,40,Production Technician I,Holly Lee,BPC,Active,Contract,Zone A,Temporary,Voluntary,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Married,Needs Improvement,3
1442,2018-09-27,,Active,1993-07-10,,Production Technician I,Jerome Warren,CCDR,Active,Full-Time,Zone A,Temporary,Active,Production       ,Safety,MA,Safety,Female,Black,Single,Needs Improvement,3
1443,2019-08-04,,Active,1960-02-25,,Production Technician I,Robert Carter,SVG,Active,Contract,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Technician,Female,White,Divorced,Needs Improvement,3
1444,2019-10-03,,Active,1972-02-21,,Production Technician I,John Mccarty,EW,Active,Contract,Zone C,Part-Time,Active,Production       ,General - Con,MA,Laborer,Female,White,Divorced,Needs Improvement,3
1445,2021-09-05,2022-09-29,389 days 00:00:00,1963-12-16,58,Production Technician I,Felicia Goodwin,MSC,Future Start,Part-Time,Zone C,Part-Time,Voluntary,Production       ,Aerial,MA,Labor,Female,White,Married,Exceeds,3
1446,2020-07-21,2023-02-28,952 days 00:00:00,1997-04-10,25,Production Technician I,Joseph Riley,TNS,Future Start,Full-Time,Zone B,Temporary,Involuntary,Production       ,Aerial,MA,Driver,Female,White,Married,Exceeds,3
1447,2022-12-12,2023-06-26,196 days 00:00:00,1954-07-14,68,Production Technician I,Alexis Bell,PYZ,Leave of Absence,Full-Time,Zone C,Part-Time,Resignation,Production       ,Field Operations,MA,Supervisor,Female,Black,Single,Exceeds,3
1448,2020-09-13,,Active,1976-08-13,,Production Technician I,Jesus Mejia,WBL,Active,Part-Time,Zone A,Part-Time,Active,Production       ,General - Con,MA,Technician,Female,Other,Single,Needs Improvement,3
1449,2022-11-15,,Active,1965-09-14,,Production Technician II,Ashley Gamble,PL,Active,Part-Time,Zone B,Temporary,Active,Production       ,General - Sga,MA,Administrator,Male,Other,Divorced,Needs Improvement,3
1450,2020-02-07,2022-04-20,803 days 00:00:00,1958-02-20,64,Production Technician II,Michael Rodriguez,PYZ,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Production       ,Field Operations,MA,Manager,Male,White,Single,Needs Improvement,3
1451,2022-12-31,,Active,1944-12-20,,Production Technician II,Miguel Whitehead,SVG,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Splicing,MA,Technician,Female,Hispanic,Widowed,Needs Improvement,3
1452,2019-03-26,,Active,1953-03-29,,Production Technician II,Lindsey Carter PhD,TNS,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Driver,Female,White,Single,Needs Improvement,3
1453,2023-03-22,,Active,1990-08-20,,Production Technician II,Sherry Jones,WBL,Active,Full-Time,Zone C,Temporary,Active,Production       ,Engineers,MA,Engineer,Male,Black,Single,Needs Improvement,3
1454,2022-12-23,2022-12-25,2 days 00:00:00,1977-03-12,45,Production Technician II,Ryan Cooke,WBL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Voluntary,Production       ,General - Con,MA,Lineman,Male,Hispanic,Married,Needs Improvement,3
1455,2019-12-27,,Active,1995-03-19,,Production Technician I,Sara Farrell,PL,Active,Contract,Zone C,Full-Time,Active,Production       ,General - Sga,MA,Administrator,Female,Other,Widowed,Needs Improvement,3
1456,2019-06-25,2019-07-09,14 days 00:00:00,1956-10-08,62,Production Technician I,Brittany Payne,PYZ,Active,Full-Time,Zone B,Full-Time,Resignation,Production       ,Engineers,MA,Engineer,Female,Hispanic,Married,Exceeds,3
1457,2018-11-23,,Active,1977-08-03,,Production Technician I,Linda Boyer,SVG,Active,Contract,Zone A,Part-Time,Active,Production       ,Field Operations,MA,Driller,Female,Other,Married,Exceeds,3
1458,2021-01-17,,Active,1994-03-19,,Production Technician I,John Carter,TNS,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Wireline Construction,MA,Foreman,Female,Hispanic,Single,Exceeds,3
1459,2021-09-08,,Active,1946-08-12,,Production Technician I,Joshua Watkins,WBL,Active,Contract,Zone C,Temporary,Active,Production       ,Engineers,MA,Technician,Male,Black,Single,Exceeds,3
1460,2021-02-24,2022-06-18,479 days 00:00:00,1955-05-29,67,Production Technician I,Adam Graves,BPC,Active,Full-Time,Zone A,Temporary,Retirement,Production       ,Wireline Construction,MA,Foreman,Male,Other,Divorced,Exceeds,3
1461,2019-04-12,2020-09-28,535 days 00:00:00,2001-03-03,19,Production Technician I,Shane Carr,CCDR,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Project Management - Con,MA,Technician,Female,Asian,Widowed,Exceeds,3
1462,2023-07-13,,Active,1960-03-07,,Production Technician I,Kelly Patel,EW,Active,Contract,Zone C,Temporary,Active,Production       ,Fielders,MA,Engineer,Female,Other,Widowed,Exceeds,3
1463,2020-10-05,,Active,1975-11-28,,Production Technician I,Maria Young,MSC,Active,Contract,Zone C,Temporary,Active,Production       ,Field Operations,MA,Technician,Female,Hispanic,Divorced,Exceeds,3
1464,2019-01-27,,Active,1957-10-01,,Production Technician I,Karen Cooke,NEL,Active,Part-Time,Zone C,Full-Time,Active,Production       ,General - Sga,MA,Supervisor,Female,Asian,Married,Exceeds,3
1465,2020-12-17,2021-11-20,338 days 00:00:00,1958-06-22,63,Production Technician I,Tammy Gardner,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Production       ,Technology / It,MA,Analyst,Female,Other,Single,Exceeds,3
1466,2021-03-04,,Active,1989-03-08,,Production Technician I,Jennifer Dillon,PYZ,Active,Full-Time,Zone A,Temporary,Active,Production       ,Billable Consultants,MA,Engineer,Female,White,Widowed,Exceeds,3
1467,2023-03-30,,Active,1989-04-16,,Production Technician I,Andrew Brown,SVG,Active,Full-Time,Zone A,Temporary,Active,Production       ,People Services,MA,Generalist,Female,Black,Married,Fully Meets,3
1468,2018-12-27,,Active,1965-08-30,,Production Technician I,Michael Flowers,TNS,Active,Contract,Zone A,Part-Time,Active,Production       ,Field Operations,MA,Laborer,Female,Hispanic,Divorced,Exceeds,3
